id,name,description,mana,created_at,updated_at,char_id,cooldown,skill_number,parent_id
405,"Eh, wahtever. I'm gonna sleep.","Available once all Skills are sealed. Upon use, dispels CC effects from self. While in use, Gremory gains immunity to CC, takes 40% reduced All DMG, and unlocks all of her sealed Skills. Every time she uses [Eh, whatever. I'm going to sleep.], she gains a [Mana Charge] stack. Each [Mana Charge] stack increases Gremory's DMG dealt to enemies by 2%. [Mana Charge] can be stacked up to max 5 times and is irremovable.",NULL,2020-10-28 0:00:00,2020-10-28 0:00:00,95,NULL,4,
406,Black Moon Brand,"Deals ? M.DMG to frontal enemies within range, inflicting [Black Moon Brand] for 3 sec on hit targets and knocking them down for 3 sec. Upon hit, deals ? additional M.DMG that ignores Block per stack of [Otherworldly Curse]. Targets inflicted with [Black Moon Brand] cannot recover Mana for the duration.",2,2020-12-21 0:00:00,2020-12-21 0:00:00,96,7,1,
407,Black Moon Mark,"Dispels CC effects from self and leaves an irremovable [Black Moon Mark] on the target for 15 sec, dealinhg ? M.DMG. If there is an enemy inflicted with [Silver Moon Mark], Riheet attacks the target inflicted with [Silver Moon Mark] and changes the mark to [Full Moon Mark]. If the target is inflicted with [Full Moon Mark], [Full Moon Execution] becomes activated for 10 sec.",3,2020-12-21 0:00:00,2020-12-21 0:00:00,96,15,2,
408,Black Moon Strike,"Attacks the frontal area 10 times, dealing a total of ? M.DMG and inflicting Stun for 2 sec. Afterward, delivers a final blow that deals ? M.DMG and ? additional M.DMG that ignores Block per stack [Otherworldly Curse]. While in use, gains immunity to all CC effects.",3,2020-12-21 0:00:00,2020-12-21 0:00:00,96,23,3,
409,Otherworldly Mana,"Uses Otherworldly Mana to increase own DMG dealt to enemies by 35% and inflict 1 stack of [Otherworldly Curse] on the target each hit, [Otherworldly Curse] can be stacked up to max 30 times.",NULL,2020-12-21 0:00:00,2020-12-21 0:00:00,96,NULL,4,
410,Full Moon Execution,"Dispels CC effects from self and attacks an enemy inflicted with [Full Moon Mark] 2 times, dealind ? M.DMG. The last hit explodes [Full Moon Mark], dealing ? M.DMG that ignores Block. Upon exploding [Full Moon Mark], deals ? additional M.DMG that ignores Block per stack of [Otherworldly Curse]. This skill is used together with [Ripine]. If this Skill kills an enemy, Cooldown of [Black Moon Mark] and Ripine's [Silver Moon Mark] will be reset.",NULL,2020-12-21 0:00:00,2020-12-21 0:00:00,96,1,4_2,409
411,Silver Moon Gust,Deals a total of ? M.DMG to the target over 4 times and delivers an additional attack that deals ? M.DMG and inflicts Stun on the target for 2 sec. The last hit deals ? additional M.DMG that ignores DEF per stack of [Otherworldly Curse].,2,2020-12-21 0:00:00,2020-12-21 0:00:00,97,12,1,
412,Silver Moon Mark,"Dispels CC effects from self and moves to the farthest enemy to inflict an irremovable [Silver Moon Mark] for 15 sec, dealing ? M.DMG. If there is an enemy inflicted with [Black Moon Mark], Ripine attacks the target inflicted with [Black Moon Mark] and changes the mark to [Full Moon Mark]. If target is inflicted with [Full Moon Mark], [Full Moon Execution] becomes activated for 10 sec. Ripine prioritizes the target inflicted with [Silver Moon Mark] or [Full Moon Mark].",3,2020-12-21 0:00:00,2020-12-21 0:00:00,97,15,2,
413,Silver Moon Bladestorm,"Attacks the target 5 times, dealing a total of ? M.DMG and delivers an additional attack that deals ? M.DMG. The last hit deals ? additional M.DMG that ignores DEF per stack of [Otherworldly Curse].",3,2020-12-21 0:00:00,2020-12-21 0:00:00,97,20,3,
414,Otherworldly Mana,"Uses Otherworldly Mana to increase own DMG dealt to enemies by 35% and inflict 1 stack of [Otherworldly Curse] on the target each hit, [Otherworldly Curse] can be stacked up to max 30 times.",NULL,2020-12-21 0:00:00,2020-12-21 0:00:00,97,NULL,4,
415,Full Moon Execution,"Dispels CC effects from self and attacks an enemy inflicted with [Full Moon Mark] 2 times, dealind ? M.DMG. The last hit explodes [Full Moon Mark], dealing ? M.DMG that ignores DEF. If the target is not a Hero, deals ? additional M.DMG that ignores DEF. Upon exploding [Full Moon Mark], deals ? additional M.DMG that ignores DEF per stack of [Otherworldly Curse]. This skill is used together with [Riheet]. If this Skill kills an enemy, Cooldown of [Silver Moon Mark] and Riheet's [Black Moon Mark] will be reset.",NULL,2020-12-21 0:00:00,2020-12-21 0:00:00,97,1,4_2,414
416,"Noble Fate, Mahitra","Summons the soul of Noble Fate, Mahitra for 8 sec. While the soul is summoned, increases own Crit DMG by 50%, deals 43992 DMG to enemy every 0.5 sec, and increases M.DMG the target takes by 25% for 5 sec.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,1,22,Charges up upon Dealing DMG 120 times.,"Advancement Phase 1
Increases the duration of the effect by 5 sec.

Advancement Phase 2
Increases all allies' ATK by 30% and Crit DMG by 30% for the duration of Skill."
417,"Crystallized Technomagic, Rascal","Summons the soul of Crystallized Technomagic, Rascal, recovering Mana of all allies by 300 every sec for 10 sec. Self activates Overcharge and increases M.DMG all enemies take by 30% for the duration.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,2,22,Charges up over 20 sec.,"Advancement  Phase 1
Fully recovers Mana for the duration of skill.

Advancement Phase 2
The duration of Skill increases by 4 sec, and self gains immunity to CC for the duration of Skill."
418,"Clear Blue Sky, Sherrkyle","Summon the soul of Clear Blue Sky, Sherrkyle, dealing 111456 M.DMG to all enemies and marks Judgement Sigil for 15 sec. Afterward, increases own Crit DMG by 100% for 11 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,3,20,Charges up over 18 sec.,"Advancement Phase 1
For the Duration of Skill, reduces Cooldown of self's all Skills by 1 sec every sec.

Advancement Phase 2
For the duration of Skill, attacks a random enemy, dealing 83592 M.DMG every 1 sec and marking Judgement Sigil for 15 sec. If the target is already marked with a Judgement Sigil, dealing 83592 additional M.DMG that ignores DEF."
419,"Brilliant Praise, Brauxio","Summons the soul of Brilliant Praise, Brauxio for 8 sec, increasing all allies' ATK by 40% and DEF by 40%.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,4,24,Charges up upon dealing DMG 150 times.,"Advancement Phase 1
Reduces DMG all allies take from enemies by 30% for the duration of the Skill.

Advancement Phase 2
Dispels negative effects from all allies and dispels positive effects from all enemies every 1 sec for the duration of the Skill."
420,"Solar Halo, Ignisius","Summons the soul of Solar Halo, Ignisius, increasing own P.DEF by 60% for 10 sec. Afterward, attacks the target and the enemies nearby within a small range 20 times, dealing a total of 118740 M.DMG. Each hit inflicts 'Judgement of Ignisius', increasing M.DMG the target takes by 2% for 5 sec. 'Judgement of Ignisius' can be stacked up to 10 times.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,5,20,Charges up upon using Skills 5 times.,"Advancement Phase 1
Each stack of 'Judgement of Ignisius' also reduces the target's M.DEF by 2%

Advancement Phase 2
Increases the duration of 'Judgement of Ignisius' by 5 sec, and changes the max number of stacks to 20 times."
421,"God's Book, Genesis","Summons the soul of God's Book, Genesis, increasing the number of targets of normal attacks to 2 for 10 sec, healing HP of all allies by 92864 and dispelling negative effects every 2 sec.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,6,22,Charges up upon using Skills 5 times.,"Advancement Phase 1
Changes Skill Activation Requirements of the Soul Weapon to 4.

Advancement Phase 2
Reduces All DMG that allies take by 30% and increases their Heal Rate by 50% for the duration of Skill."
422,"Kiln of Futility, Targarios","Summons the soul of Kiln of Futility, Targarios, attack all enemies every sec for 10 sec, dealing 13492 M.DMG. Whenever dealing DMG on the enemy, absorbs its power to increase DMG dealt to enemies by 2% for 10 sec. This effect stacks up to 15 times.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,7,22,Charges up upon dealing DMG 70 times.,"Advancement Phase 1
Stuns the target for 1 sec.

Advancement Phase 2
Max stacks for the effect is changed to 30."
423,"Might of the God King, Tyrannicus","Summons the soul of Might of the God King, Tyrannicus, dealing 175968 P.DMG to enemies within range of self, and inflicting time stop for 4 sec. Afterwards, increases own ATK by 50% for 10 sec. While time stop is active, Normal and Skill attacks cannot be used, and Cooldown is fixed.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,8,22,Charges up upon using Skills 5 times.,"Advancement Phase 1
Heals HP of allies within range by 351930 over 10 sec.

Advancement Phase 2
Dispels positiv effects of all enemies in range."
424,"Aurelian Whisper, Goldbreeze","Summons the soul of Aurelian Whisper, Goldbreeze for 10 sec, increasing ATK Spd of all allies by 300, dealing 46432 M.DMG to all enemies, and increasing M.DMG they take 25% for 10 sec. Upon this Skill at the Arena, inflicts Charm to all enemies for 5 sec.",4,2021-01-10 0:00:00,2021-01-10 0:00:00,9,23,Charges up upon using Skills 4 times.,"Advancement Phase 1
Changes Skill Activation Requirements to 3 times.

Advancement Phase 2
Upon activation, recovers Mana of all allies by 2000 and increases Crit DMG by 80% for the duration of Skill."
425,"Supersonic Tempest, Gigantix","Summons the soul of Supersonic Tempest, Gigantix for 12 sec. Normal and Skill attacks have a 10% chance to deal 40665 P.DMG to the target and enemies within a small range of it, inflicting stun for 1 sec.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,10,22,Charges up upon using Skills 7 times.,"Advancement Phase 1
Increases own ATK by 40% for the duration of Skill.

Advancement Phase 2
Activation chance is increased to 20%."
426,Blood Lancer Monolith,"Summons the soul of Blood Lancer Monolith, dealing 89952 P.DMG to nearby enemies of self and knocking them down for 4 sec. Afterward, recovers own HP equal to 40% of Max HP, increasing ATK by 30% and Heal Rate by 30% for 10 sec.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,11,22,Charges up upon dealing DMG 60 times.,"Advancement Phase 1
Changes the duration of the effect to 15 sec.

Advancement Phase 2
For the duration of Skill, increases own DMG dealt to enemies by 20%. Normal attacks have a 10% chance to stun the target for 1.5 sec."
427,"Prism Nova, Arc Lumineir","Summons the soul of Prism Nova, Arc lumineir for 10 sec. For the duration of the Skill, the soul attack according to the Light Chrisha owns every 3 sec.
'Red Light' - Attacks the enemy and deals 76248 M.DMG that ignores DEF.
'Blue Light' - Attack all enemies, dealing 50832 M.DMG and recovering all allies' 1 orb of Mana.
'Green Light' - Attacks 2 enemies, dealing 127080 M.DMG and reducing targets ATK by 35% for 5 sec.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,12,21,Charges up upon using Skills 5 times.,"Advancement Phase 1
Reduces Skill Activation Requirement to 4 times.

Advancement Phase 2
All effects will be enhanced.
[Red Light] - DMG increases by 50%.
[Blue Light] - Mana Recovery increases by 100%.
[Green Light] - ATK Reduction changes to 50%."
428,"The Guardian, Exian","Summons the soul of The Guardian, Exian, increasing P.DEF of all allies by 70% for 12 sec. For the duration of the Skill, normal attacks stun the target for 1 sec.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,13,25,Charges up every sec and every time self takes DMG. This Skill can be cast upon gaining 80 charges.,"Advancement Phase 1
For the Duration of the Skill, normal attacks reduce the target's P.DEF by 5% for 5 sec. The P.DEF reduction effect stacks up to max 7 times.

Advancement Phase 2
Upon activation, reduces P.DMG the ally with the highest ATK takes by 80% for 6 sec, and increases ATK equal to 100% of clauses P.DEF. This effect is irremovable."
429,"Primal Flame, Flenos","Summons the Soul of Primal Flame, Flenos, dealing 146640 M.DMG to 5 enemies. Dealing DMG to enemies with this Skill increases DEF Penetration by 25 for 60 sec. This effect stacks up to 20 times.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,14,22,Charges up upon using Skills 6 times.,"Advancement Phase 1
Increases DMG by 50%.

Advancement Phase 2
Increases DMG by 50%. Each stack grants 2.5% ATK Boost effect."
430,"Hellhound, Akistra","Summons the soul of Hellhound, Arkistra for 15 sec. When Crow casts [Even Gods shall die.], it deals additional 203228 P.DMG. At max charge, deals 100% increased DMG. The soul disappears after dealing DMG.",3,2021-01-10 0:00:00,2021-01-10 0:00:00,15,30,Charges up upon using Skills 4 times.,"Advancement Phase 1
DMG is increased by 80%.

Advancement Phase 2
For the duration fo Skill, increases own ATK by 40%."
431,"Lake of Remembrance, Armekith","Summons the soul of Lake of Remembrance, Armekith, creating a tidal wave, dealing 175968 M.DMG to enemies within wide frontal range of self and knocking them down for 3 sec. Dakaris then heals 117312 HP and 1 orbs of Mana to allies within range. Afterward, absorbs the soul of Lake of Remembrance, Armekith, increasing own ATK by 60% for 10 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,16,20,Charges up upon using Skills 7 times.,"Advancement Phase 1
Dispels positiv effects of enemies and negative effects of allies within range.

Advancement Phase 2
Reduces Skill Activation Requirements to 5 times, and for the duration of Skill, the number of targets of [May Their Agony End!] increases to 2."
432,"Corrupted Holy Sword, Aea","Summons the soul of Corrupted Holy Sword, Aea for 10 sec, increasing own ATK by 50 and judging enemies upon Skill use.
[Judgment Blade] Deals 67464 P.DMG to the enemy with the highest ATK and enemies in a circular range of the target, reducing their Mana by 1000.
[Doom] Deals 112440 P.DMG with 500 increased DEF Penetration to the enemy with the highest ATK and nearby enemies in a circular range of the target",6,2021-01-10 0:00:00,2021-01-10 0:00:00,90,22,Charges up upon dealing DMG 80 times.,"Advancement Phase 1
Changes Skill Activation Requirements to 60 times and Mana Reduction to 2000.

Advancement Phase 2
Changes the duration of Soul to 15 sec and increases DMG dealt to enemies by 20% for the duration."
433,"The Blue Light, Arpheus","Summons the soul of The Blue Light, Arpheus, increasing all allies' P.Crit Resistance by 300 and P.Block Chance by 300 for 10 sec. Afterward, places [Mana Source of Blue Light] around self for 10 sec. For the duration of [Mana Source of Blue Light], deals a total of 98960 P.DMG to enemies within range over 9 times and reduces their Mana by 300. At the end of duration, creates an explosion that deals 118752 P.DMG and silences enemies within range for 5 sec.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,17,22,Charges up upon using Skills 4 times.,"Advancement Phase 1
Allies within [Mana Source of Blue Light] have their ATK Spd increases by 300 and recover 300 Mana every sec.

Advancement Phase 2
Continuously dispels positive effects placed upon enemies that are within [Mana Source of Blue Light] and changes the duration of Silence to 8 sec."
434,"Tears of the Moon, Nerius","Summons the soul of Tears of the Moon, Nerius, dealing 111456 M.DMG to frontal enemies and inflicting them with [Curse of the Moon] for 10 sec. Targets inflicted by [Curse of the Moon] take 25% increased M.DMG and have their Heal Rate reduced by 25%. Afterward, increases own Crit DMG by 50%.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,18,23,Charges up upon using Skills 5 times.,"Advancement Phase 1
Increases DMG by 50% and changes the M.DMG Boost effect to 45%.

Advancement Phase 2
For the Duration of Skill, increases own ATK by 40%."
